problem_id,attempt,answer,is_correct,token_index,token_confidence
8,4,1,1,183,14.981281
8,4,1,1,184,14.587538
8,4,1,1,185,14.975006
8,4,1,1,186,5.350372
8,4,1,1,187,3.833717
8,4,1,1,188,11.681466
8,4,1,1,189,15.556513
8,4,1,1,190,3.724465
8,4,1,1,191,4.234144
8,4,1,1,192,5.152984
8,4,1,1,193,7.002772
8,4,1,1,194,4.62769
8,4,1,1,195,5.962177
8,4,1,1,196,4.680619
8,4,1,1,197,4.981186
8,4,1,1,198,7.279493
8,4,1,1,199,5.702479
8,4,1,1,200,9.103163
8,4,1,1,201,7.077598
8,4,1,1,202,12.459515
8,4,1,1,203,11.7477
8,4,1,1,204,5.553689
8,4,1,1,205,9.058189
8,4,1,1,206,6.19145
8,4,1,1,207,12.896931
8,4,1,1,208,6.369054
8,4,1,1,209,9.216322
8,4,1,1,210,6.185
8,4,1,1,211,6.39604
8,4,1,1,212,12.599387
8,4,1,1,213,12.522469
8,4,1,1,214,5.478474
8,4,1,1,215,5.168802
8,4,1,1,216,4.162292
8,4,1,1,217,3.900533
8,4,1,1,218,5.787119
8,4,1,1,219,6.24734
8,4,1,1,220,4.781989
8,4,1,1,221,5.088839
8,4,1,1,222,7.216634
8,4,1,1,223,6.544901
8,4,1,1,224,4.847851
8,4,1,1,225,5.320076
8,4,1,1,226,18.346875
8,4,1,1,227,16.175628
8,4,1,1,228,4.227377
8,4,1,1,229,5.448084
8,4,1,1,230,7.122977
8,4,1,1,231,6.360243
8,4,1,1,232,4.959062
8,4,1,1,233,7.849723
8,4,1,1,234,4.732135
8,4,1,1,235,4.668949
8,4,1,1,236,4.060845
8,4,1,1,237,5.078672
8,4,1,1,238,5.948502
8,4,1,1,239,7.070845
8,4,1,1,240,10.635464
8,4,1,1,241,5.059926
8,4,1,1,242,4.81771
8,4,1,1,243,4.841057
8,4,1,1,244,4.289232
8,4,1,1,245,6.402185
8,4,1,1,246,4.524889
8,4,1,1,247,5.762344
8,4,1,1,248,4.471419
8,4,1,1,249,9.336528
8,4,1,1,250,4.16271
8,4,1,1,251,7.980742
8,4,1,1,252,3.589345
8,4,1,1,253,3.728804
8,4,1,1,254,8.713113
8,4,1,1,255,5.642473
8,4,1,1,256,12.435064
8,4,1,1,257,18.425
8,4,1,1,258,6.068694
8,4,1,1,259,6.13821
8,4,1,1,260,4.684081
8,4,1,1,261,4.198154
8,4,1,1,262,4.3165
8,4,1,1,263,3.565178
8,4,1,1,264,3.839602
8,4,1,1,265,4.682033
8,4,1,1,266,4.241471
8,4,1,1,267,3.844996
8,4,1,1,268,9.344366
8,4,1,1,269,5.646519
8,4,1,1,270,7.349448
8,4,1,1,271,5.265974
8,4,1,1,272,4.495228
8,4,1,1,273,16.859377
8,4,1,1,274,4.729864
8,4,1,1,275,4.693168
8,4,1,1,276,4.025528
8,4,1,1,277,4.697238
8,4,1,1,278,6.301362
8,4,1,1,279,7.423498
8,4,1,1,280,4.278326
8,4,1,1,281,6.676433
8,4,1,1,282,5.424287
8,4,1,1,283,8.551501
8,4,1,1,284,11.316188
8,4,1,1,285,8.687482
8,4,1,1,286,3.725849
8,4,1,1,287,5.628088
8,4,1,1,288,5.50479
8,4,1,1,289,12.300137
8,4,1,1,290,4.550179
8,4,1,1,291,5.456447
8,4,1,1,292,4.858229
8,4,1,1,293,6.190742
8,4,1,1,294,4.821494
8,4,1,1,295,4.153506
8,4,1,1,296,5.494351
8,4,1,1,297,6.932572
8,4,1,1,298,7.458653
8,4,1,1,299,5.957234
8,4,1,1,300,6.147177
8,4,1,1,301,6.861178
8,4,1,1,302,4.719522
8,4,1,1,303,9.409184
8,4,1,1,304,5.181338
8,4,1,1,305,9.412911
8,4,1,1,306,5.225749
8,4,1,1,307,5.039022
8,4,1,1,308,16.396879
8,4,1,1,309,16.362626
8,4,1,1,310,3.660475
8,4,1,1,311,4.008669
8,4,1,1,312,4.84686
8,4,1,1,313,14.903623
8,4,1,1,314,5.314633
8,4,1,1,315,4.091204
8,4,1,1,316,8.551045
8,4,1,1,317,4.25183
8,4,1,1,318,5.247801
8,4,1,1,319,6.443043
8,4,1,1,320,6.091715
8,4,1,1,321,7.067729
8,4,1,1,322,4.694302
8,4,1,1,323,5.834022
8,4,1,1,324,4.906493
8,4,1,1,325,4.574395
8,4,1,1,326,7.203552
8,4,1,1,327,7.94018
8,4,1,1,328,5.16911
8,4,1,1,329,5.323278
8,4,1,1,330,9.400974
8,4,1,1,331,4.672064
8,4,1,1,332,4.21341
8,4,1,1,333,5.310865
8,4,1,1,334,4.418357
8,4,1,1,335,3.696949
8,4,1,1,336,6.639546
8,4,1,1,337,6.430071
8,4,1,1,338,6.777045
8,4,1,1,339,4.613179
8,4,1,1,340,6.841667
8,4,1,1,341,6.868678
8,4,1,1,342,8.500217
8,4,1,1,343,5.228338
8,4,1,1,344,5.522967
8,4,1,1,345,3.808692
8,4,1,1,346,5.763542
8,4,1,1,347,4.958691
8,4,1,1,348,5.135568
8,4,1,1,349,4.975054
8,4,1,1,350,5.86895
8,4,1,1,351,5.115256
8,4,1,1,352,5.024394
8,4,1,1,353,8.07815
8,4,1,1,354,8.168259
8,4,1,1,355,7.447029
8,4,1,1,356,4.180191
8,4,1,1,357,5.100458
8,4,1,1,358,4.70578
8,4,1,1,359,4.213251
8,4,1,1,360,6.593312
8,4,1,1,361,4.137222
8,4,1,1,362,4.635713
8,4,1,1,363,4.324394
8,4,1,1,364,8.052231
8,4,1,1,365,6.009669
8,4,1,1,366,14.753133
8,4,1,1,367,4.367927
8,4,1,1,368,8.301392
8,4,1,1,369,7.108915
8,4,1,1,370,8.108463
8,4,1,1,371,12.618836
8,4,1,1,372,10.802283
8,4,1,1,373,4.670229
8,4,1,1,374,6.564811
8,4,1,1,375,4.7395
8,4,1,1,376,5.569969
8,4,1,1,377,5.42736
8,4,1,1,378,5.081783
8,4,1,1,379,5.903928
8,4,1,1,380,4.634998
8,4,1,1,381,6.1789
8,4,1,1,382,5.728753
8,4,1,1,383,6.157569
8,4,1,1,384,3.99545
8,4,1,1,385,10.703206
8,4,1,1,386,6.723929
8,4,1,1,387,4.556769
8,4,1,1,388,5.179429
8,4,1,1,389,5.078947
8,4,1,1,390,4.950844
8,4,1,1,391,5.492021
8,4,1,1,392,7.400728
8,4,1,1,393,8.807102
8,4,1,1,394,6.922789
8,4,1,1,395,4.743786
8,4,1,1,396,5.781428
8,4,1,1,397,4.613905
8,4,1,1,398,8.457526
8,4,1,1,399,5.869264
8,4,1,1,400,11.655025
8,4,1,1,401,9.217146
8,4,1,1,402,6.445268
8,4,1,1,403,7.4862
8,4,1,1,404,4.347133
8,4,1,1,405,5.270208
8,4,1,1,406,5.824247
8,4,1,1,407,5.148874
8,4,1,1,408,7.701009
8,4,1,1,409,6.801851
8,4,1,1,410,6.791052
8,4,1,1,411,5.773365
8,4,1,1,412,4.713979
8,4,1,1,413,4.368097
8,4,1,1,414,4.974264
8,4,1,1,415,5.474067
8,4,1,1,416,4.551945
8,4,1,1,417,5.567499
8,4,1,1,418,12.87192
8,4,1,1,419,4.776616
8,4,1,1,420,6.480298
8,4,1,1,421,10.108059
8,4,1,1,422,5.755313
8,4,1,1,423,4.810785
8,4,1,1,424,5.437987
8,4,1,1,425,4.535693
8,4,1,1,426,5.709005
8,4,1,1,427,8.794999
8,4,1,1,428,4.624029
8,4,1,1,429,4.149658
8,4,1,1,430,6.526028
8,4,1,1,431,7.597929
8,4,1,1,432,16.903133
8,4,1,1,433,18.690625
8,4,1,1,434,6.587741
8,4,1,1,435,5.636504
8,4,1,1,436,5.162879
8,4,1,1,437,7.205227
8,4,1,1,438,9.711545
8,4,1,1,439,9.54791
8,4,1,1,440,12.897172
8,4,1,1,441,11.172461
8,4,1,1,442,5.067559
8,4,1,1,443,5.03896
8,4,1,1,444,4.151021
8,4,1,1,445,11.019333
8,4,1,1,446,5.080433
8,4,1,1,447,5.335866
8,4,1,1,448,9.424564
8,4,1,1,449,10.444661
8,4,1,1,450,8.876861
8,4,1,1,451,4.8031
8,4,1,1,452,5.008419
8,4,1,1,453,5.653891
8,4,1,1,454,5.474236
8,4,1,1,455,6.510779
8,4,1,1,456,4.26783
8,4,1,1,457,11.738354
8,4,1,1,458,5.38266
8,4,1,1,459,5.195856
8,4,1,1,460,5.137843
8,4,1,1,461,8.829801
8,4,1,1,462,8.881823
8,4,1,1,463,4.246354
8,4,1,1,464,5.688581
8,4,1,1,465,7.070236
8,4,1,1,466,8.5616
8,4,1,1,467,8.773847
8,4,1,1,468,4.631357
8,4,1,1,469,5.07014
8,4,1,1,470,4.81908
8,4,1,1,471,5.284902
8,4,1,1,472,6.953807
8,4,1,1,473,19.00625
8,4,1,1,474,15.210292
8,4,1,1,475,6.331968
8,4,1,1,476,9.916615
8,4,1,1,477,10.837814
8,4,1,1,478,8.809393
8,4,1,1,479,10.864607
8,4,1,1,480,12.000622
8,4,1,1,481,8.461692
8,4,1,1,482,8.726386
8,4,1,1,483,6.604749
8,4,1,1,484,11.116736
8,4,1,1,485,4.555718
8,4,1,1,486,5.456654
8,4,1,1,487,5.04232
8,4,1,1,488,5.094625
8,4,1,1,489,5.845196
8,4,1,1,490,10.579661
8,4,1,1,491,5.723213
8,4,1,1,492,7.503235
8,4,1,1,493,4.66739
8,4,1,1,494,9.118109
8,4,1,1,495,5.745507
8,4,1,1,496,7.452135
8,4,1,1,497,4.221252
8,4,1,1,498,5.755066
8,4,1,1,499,8.363304
8,4,1,1,500,7.85136
8,4,1,1,501,5.040142
8,4,1,1,502,7.295234
8,4,1,1,503,7.437192
8,4,1,1,504,4.018986
8,4,1,1,505,3.972408
8,4,1,1,506,4.793502
8,4,1,1,507,5.141663
8,4,1,1,508,5.043018
8,4,1,1,509,13.603421
8,4,1,1,510,8.777096
8,4,1,1,511,6.520614
8,4,1,1,512,7.481486
8,4,1,1,513,4.562819
8,4,1,1,514,5.430709
8,4,1,1,515,4.2048
8,4,1,1,516,6.689771
8,4,1,1,517,8.524678
8,4,1,1,518,5.222068
8,4,1,1,519,6.808781
8,4,1,1,520,8.667498
8,4,1,1,521,6.259831
8,4,1,1,522,5.307071
8,4,1,1,523,6.941627
8,4,1,1,524,7.917478
8,4,1,1,525,8.10254
8,4,1,1,526,8.080578
8,4,1,1,527,4.669795
8,4,1,1,528,6.691524
8,4,1,1,529,5.015364
8,4,1,1,530,10.891677
8,4,1,1,531,5.040687
8,4,1,1,532,10.034238
8,4,1,1,533,14.200046
8,4,1,1,534,10.434427
8,4,1,1,535,17.381252
8,4,1,1,536,16.30629
8,4,1,1,537,18.95
8,4,1,1,538,13.221923
8,4,1,1,539,5.102037
8,4,1,1,540,9.188157
8,4,1,1,541,8.045876
8,4,1,1,542,5.056442
8,4,1,1,543,5.914867
8,4,1,1,544,4.643066
8,4,1,1,545,3.972887
8,4,1,1,546,5.64902
8,4,1,1,547,6.352577
8,4,1,1,548,5.263419
8,4,1,1,549,3.603612
8,4,1,1,550,11.079303
8,4,1,1,551,5.485156
8,4,1,1,552,3.620407
8,4,1,1,553,3.953043
8,4,1,1,554,5.166209
8,4,1,1,555,9.502502
8,4,1,1,556,6.855625
8,4,1,1,557,6.650095
8,4,1,1,558,5.4221
8,4,1,1,559,3.994959
8,4,1,1,560,5.267549
8,4,1,1,561,6.219969
8,4,1,1,562,7.24641
8,4,1,1,563,4.029717
8,4,1,1,564,4.367994
8,4,1,1,565,11.373658
8,4,1,1,566,6.0232
8,4,1,1,567,4.25791
8,4,1,1,568,5.067765
8,4,1,1,569,6.696797
8,4,1,1,570,3.873319
8,4,1,1,571,5.852619
8,4,1,1,572,6.145267
8,4,1,1,573,3.811882
8,4,1,1,574,4.317896
8,4,1,1,575,6.494067
8,4,1,1,576,5.081109
8,4,1,1,577,5.243903
8,4,1,1,578,8.811684
8,4,1,1,579,11.038151
8,4,1,1,580,11.12418
8,4,1,1,581,5.702276
8,4,1,1,582,5.039953
8,4,1,1,583,6.750025
8,4,1,1,584,7.403444
8,4,1,1,585,3.956653
8,4,1,1,586,4.842916
8,4,1,1,587,4.30682
8,4,1,1,588,4.761228
8,4,1,1,589,5.747465
8,4,1,1,590,6.744371
8,4,1,1,591,6.980485
8,4,1,1,592,10.041102
8,4,1,1,593,4.575831
8,4,1,1,594,5.618925
8,4,1,1,595,10.252067
8,4,1,1,596,8.56798
8,4,1,1,597,13.759866
8,4,1,1,598,7.303795
8,4,1,1,599,11.566903
8,4,1,1,600,8.227336
8,4,1,1,601,4.54419
8,4,1,1,602,4.408563
8,4,1,1,603,3.766906
8,4,1,1,604,4.805991
8,4,1,1,605,6.720186
8,4,1,1,606,5.653134
8,4,1,1,607,6.965271
8,4,1,1,608,17.540625
8,4,1,1,609,4.512061
8,4,1,1,610,12.106951
8,4,1,1,611,5.538888
8,4,1,1,612,4.207792
8,4,1,1,613,3.721079
8,4,1,1,614,4.247114
8,4,1,1,615,5.229895
8,4,1,1,616,3.930898
8,4,1,1,617,3.673626
8,4,1,1,618,4.624354
8,4,1,1,619,12.103197
8,4,1,1,620,5.742203
8,4,1,1,621,3.807784
8,4,1,1,622,5.88379
8,4,1,1,623,7.863849
8,4,1,1,624,4.822585
8,4,1,1,625,5.390694
8,4,1,1,626,8.271381
8,4,1,1,627,3.954089
8,4,1,1,628,7.430431
8,4,1,1,629,5.42831
8,4,1,1,630,4.069251
8,4,1,1,631,4.601648
8,4,1,1,632,14.100015
8,4,1,1,633,4.156599
8,4,1,1,634,4.573932
8,4,1,1,635,3.968204
8,4,1,1,636,7.121083
8,4,1,1,637,6.049199
8,4,1,1,638,6.152336
8,4,1,1,639,4.00687
8,4,1,1,640,11.33425
8,4,1,1,641,8.548474
8,4,1,1,642,4.079226
8,4,1,1,643,5.210398
8,4,1,1,644,5.436745
8,4,1,1,645,4.373646
8,4,1,1,646,5.308872
8,4,1,1,647,5.058025
8,4,1,1,648,4.561261
8,4,1,1,649,4.457213
8,4,1,1,650,4.196885
8,4,1,1,651,4.076138
8,4,1,1,652,4.348857
8,4,1,1,653,4.54131
8,4,1,1,654,4.556306
8,4,1,1,655,4.209895
8,4,1,1,656,5.297793
8,4,1,1,657,4.187256
8,4,1,1,658,3.666097
8,4,1,1,659,4.76214
8,4,1,1,660,5.235778
8,4,1,1,661,4.182335
8,4,1,1,662,5.7677
8,4,1,1,663,5.700808
8,4,1,1,664,5.142494
8,4,1,1,665,7.72723
8,4,1,1,666,3.762974
8,4,1,1,667,4.904808
8,4,1,1,668,4.758705
8,4,1,1,669,5.674592
8,4,1,1,670,6.292099
8,4,1,1,671,5.549101
8,4,1,1,672,6.024431
8,4,1,1,673,5.531243
8,4,1,1,674,4.762256
8,4,1,1,675,5.55981
8,4,1,1,676,8.810216
8,4,1,1,677,10.406207
8,4,1,1,678,10.107643
8,4,1,1,679,12.837612
8,4,1,1,680,15.475233
8,4,1,1,681,12.956586
8,4,1,1,682,11.423013
8,4,1,1,683,6.791415
8,4,1,1,684,4.075102
8,4,1,1,685,4.158936
8,4,1,1,686,5.136449
8,4,1,1,687,4.033496
8,4,1,1,688,4.509786
8,4,1,1,689,6.021918
8,4,1,1,690,8.33874
8,4,1,1,691,5.298452
8,4,1,1,692,4.938469
8,4,1,1,693,13.165687
8,4,1,1,694,7.438687
8,4,1,1,695,11.156884
8,4,1,1,696,15.125092
8,4,1,1,697,13.47793
8,4,1,1,698,18.331252
8,4,1,1,699,17.500002
8,4,1,1,700,7.426027
8,4,1,1,701,6.995091
8,4,1,1,702,15.687504
8,4,1,1,703,13.81647
8,4,1,1,704,12.728737
8,4,1,1,705,18.312502
8,4,1,1,706,14.858048
8,4,1,1,707,18.875006
8,4,1,1,708,17.7125
8,4,1,1,709,11.568761
8,4,1,1,710,12.2835
8,4,1,1,711,16.353127
8,4,1,1,712,19.225
8,4,1,1,713,16.087553
8,4,1,1,714,15.081281
8,4,1,1,715,20.05
8,4,1,1,716,16.475662
8,4,1,1,717,18.637502
8,4,1,1,718,20.2375
8,4,1,1,719,5.208441
8,4,1,1,720,5.083828
8,4,1,1,721,4.726077
8,4,1,1,722,5.129965
8,4,1,1,723,5.506747
8,4,1,1,724,6.051021
8,4,1,1,725,3.846698
8,4,1,1,726,4.533474
8,4,1,1,727,3.819167
8,4,1,1,728,3.749591
8,4,1,1,729,3.973341
8,4,1,1,730,5.158726
8,4,1,1,731,5.213455
8,4,1,1,732,14.728135
8,4,1,1,733,17.284461
8,4,1,1,734,4.504293
8,4,1,1,735,6.486133
8,4,1,1,736,4.332012
8,4,1,1,737,4.8898
8,4,1,1,738,3.863214
8,4,1,1,739,7.811403
8,4,1,1,740,5.004996
8,4,1,1,741,7.130239
8,4,1,1,742,11.150835
8,4,1,1,743,8.46654
8,4,1,1,744,6.364825
8,4,1,1,745,4.542066
8,4,1,1,746,7.578844
8,4,1,1,747,8.052926
8,4,1,1,748,3.778598
8,4,1,1,749,7.055868
8,4,1,1,750,4.161357
8,4,1,1,751,5.594163
8,4,1,1,752,7.329589
8,4,1,1,753,4.313166
8,4,1,1,754,4.338714
8,4,1,1,755,5.42758
8,4,1,1,756,5.282931
8,4,1,1,757,6.91397
8,4,1,1,758,4.376064
8,4,1,1,759,5.899191
8,4,1,1,760,6.846008
8,4,1,1,761,5.317019
8,4,1,1,762,4.662036
8,4,1,1,763,4.828914
8,4,1,1,764,4.972409
8,4,1,1,765,6.681791
8,4,1,1,766,7.347386
8,4,1,1,767,3.809853
8,4,1,1,768,4.354014
8,4,1,1,769,5.418237
8,4,1,1,770,7.873262
8,4,1,1,771,3.629722
8,4,1,1,772,3.744597
8,4,1,1,773,6.239193
8,4,1,1,774,14.796888
8,4,1,1,775,4.842221
8,4,1,1,776,5.607242
8,4,1,1,777,6.850861
8,4,1,1,778,6.928477
8,4,1,1,779,5.033708
8,4,1,1,780,6.083796
8,4,1,1,781,5.779491
8,4,1,1,782,6.763668
8,4,1,1,783,5.770161
8,4,1,1,784,10.038414
8,4,1,1,785,7.063095
8,4,1,1,786,4.910602
8,4,1,1,787,9.256287
8,4,1,1,788,8.494202
8,4,1,1,789,6.366822
8,4,1,1,790,11.266121
8,4,1,1,791,6.619079
8,4,1,1,792,7.628391
8,4,1,1,793,10.471003
8,4,1,1,794,4.284512
8,4,1,1,795,4.30031
8,4,1,1,796,4.419123
8,4,1,1,797,5.761213
8,4,1,1,798,7.605121
8,4,1,1,799,5.42553
8,4,1,1,800,4.27077
8,4,1,1,801,6.293904
8,4,1,1,802,4.352022
8,4,1,1,803,6.06372
8,4,1,1,804,6.152381
8,4,1,1,805,5.985325
8,4,1,1,806,5.298532
8,4,1,1,807,6.402248
8,4,1,1,808,8.016907
8,4,1,1,809,9.838851
8,4,1,1,810,4.124564
8,4,1,1,811,5.530256
8,4,1,1,812,6.259716
8,4,1,1,813,5.546877
8,4,1,1,814,4.026221
8,4,1,1,815,4.781403
8,4,1,1,816,3.979681
8,4,1,1,817,4.418015
8,4,1,1,818,5.928844
8,4,1,1,819,5.013573
8,4,1,1,820,4.209758
8,4,1,1,821,5.310815
8,4,1,1,822,11.419342
8,4,1,1,823,5.528962
8,4,1,1,824,4.460774
8,4,1,1,825,5.093505
8,4,1,1,826,4.997595
8,4,1,1,827,6.930788
8,4,1,1,828,3.754378
8,4,1,1,829,5.231519
8,4,1,1,830,6.796492
8,4,1,1,831,4.031625
8,4,1,1,832,6.350672
8,4,1,1,833,3.545169
8,4,1,1,834,4.369547
8,4,1,1,835,14.012201
8,4,1,1,836,4.08021
8,4,1,1,837,4.524938
8,4,1,1,838,3.691305
8,4,1,1,839,4.083845
8,4,1,1,840,9.105543
8,4,1,1,841,9.339331
8,4,1,1,842,8.361266
8,4,1,1,843,5.487871
8,4,1,1,844,4.056833
8,4,1,1,845,9.479984
8,4,1,1,846,5.367809
8,4,1,1,847,11.813525
8,4,1,1,848,5.400192
8,4,1,1,849,5.954534
8,4,1,1,850,13.478484
8,4,1,1,851,11.406883
8,4,1,1,852,17.065705
8,4,1,1,853,20.88125
8,4,1,1,854,5.24485
8,4,1,1,855,3.966207
8,4,1,1,856,4.143235
8,4,1,1,857,8.238537
8,4,1,1,858,10.651401
8,4,1,1,859,5.259058
8,4,1,1,860,3.716808
8,4,1,1,861,4.947262
8,4,1,1,862,4.272451
8,4,1,1,863,15.481256
8,4,1,1,864,4.080802
8,4,1,1,865,9.509322
8,4,1,1,866,5.292827
8,4,1,1,867,5.072343
8,4,1,1,868,3.631551
8,4,1,1,869,4.947174
8,4,1,1,870,4.041595
8,4,1,1,871,4.492404
8,4,1,1,872,5.517379
8,4,1,1,873,3.677614
8,4,1,1,874,3.990746
8,4,1,1,875,5.601183
8,4,1,1,876,6.826733
8,4,1,1,877,4.588177
8,4,1,1,878,4.860068
8,4,1,1,879,6.248985
8,4,1,1,880,4.763877
8,4,1,1,881,7.211377
8,4,1,1,882,4.000413
8,4,1,1,883,6.592708
8,4,1,1,884,3.815841
8,4,1,1,885,4.85675
8,4,1,1,886,10.215592
8,4,1,1,887,4.503401
8,4,1,1,888,7.381661
8,4,1,1,889,6.600779
8,4,1,1,890,3.836442
8,4,1,1,891,4.644753
8,4,1,1,892,4.48485
8,4,1,1,893,6.132059
8,4,1,1,894,3.703153
8,4,1,1,895,5.248509
8,4,1,1,896,4.307984
8,4,1,1,897,6.688931
8,4,1,1,898,3.613986
8,4,1,1,899,6.060177
8,4,1,1,900,4.829072
8,4,1,1,901,5.366892
8,4,1,1,902,6.146171
8,4,1,1,903,4.036381
8,4,1,1,904,4.309094
8,4,1,1,905,4.477504
8,4,1,1,906,8.119729
8,4,1,1,907,5.206361
8,4,1,1,908,3.809951
8,4,1,1,909,10.681663
8,4,1,1,910,18.137502
8,4,1,1,911,3.866958
8,4,1,1,912,3.880166
8,4,1,1,913,5.019639
8,4,1,1,914,5.768135
8,4,1,1,915,4.811316
8,4,1,1,916,8.113008
8,4,1,1,917,6.49234
8,4,1,1,918,3.434551
8,4,1,1,919,4.384481
8,4,1,1,920,4.59917
8,4,1,1,921,4.068164
8,4,1,1,922,4.861801
8,4,1,1,923,7.192817
8,4,1,1,924,6.043299
8,4,1,1,925,4.604848
8,4,1,1,926,5.19933
8,4,1,1,927,4.450701
8,4,1,1,928,4.119384
8,4,1,1,929,4.87197
